dataset,trial,seed,time_train,time_test,energy_train,energy_test,accuracy,precision,recall,fpr,f1_score,auc,accuracy@5FPR,precision@5FPR,recall@5FPR,fpr@5FPR,f1_score@5FPR,fpr_ratio_age,fpr_ratio_income,fpr_ratio_employment
Variant V,57,178392,60.14137148857117,1.584890365600586,5509.382,146.391,0.8519605084577444,0.027555124511509828,0.36425339366515835,0.1426282319471174,0.05123445331353258,0.6108125808590205,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,58,921914,63.5440456867218,1.3542098999023438,5820.825,127.475,0.8544858568564614,0.03731804449327108,0.3776928422515636,0.13872549262119496,0.06792476410672998,0.6194836748151844,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,58,921914,63.729493856430054,1.3448305130004883,5851.37,119.045,0.9680991171162382,0.02930591259640103,0.03961084086170952,0.018680862010963133,0.03368794326241135,0.5104649894253732,0.9680991171162382,0.02930591259640103,0.03961084086170952,0.018680862010963133,0.03368794326241135,0.9532923771553096,0.9790770893492868,0.9695558563771017
Variant II,58,921914,62.51854634284973,1.3453576564788818,5723.83,119.127,0.985868982000878,0.047619047619047616,0.00034746351633078526,9.894524370213524e-05,0.000689893066574681,0.5001242591363143,0.985868982000878,0.047619047619047616,0.00034746351633078526,9.894524370213524e-05,0.000689893066574681,0.8354270214846946,0.9296680225692167,0
Variant III,58,921914,60.70818829536438,1.6128230094909668,5569.31,145.307,0.9464315270283691,0.04483551467987266,0.19117647058823528,0.045188687139151536,0.07263610315186247,0.5729938917245418,0.9464315270283691,0.04483551467987266,0.19117647058823528,0.045188687139151536,0.07263610315186247,0.9807690742489744,0.9582109374344586,0.9414558680175988
Variant IV,58,921914,59.2489652633667,1.697309970855713,5428.227,154.565,0.8332450594193783,0.025628748550980292,0.3834841628959276,0.16176470588235295,0.04804648745689044,0.6108597285067874,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,58,921914,60.678900957107544,1.5759527683258057,5553.39,145.106,0.9816941970935814,0.058325024925224324,0.04411764705882353,0.007903104342732826,0.0502361528553027,0.5181072713580454,0.9816941970935814,0.058325024925224324,0.04411764705882353,0.007903104342732826,0.0502361528553027,0.9841497879749402,0.959514493774497,0.9679743085458781
Base,59,348365,62.75433850288391,1.3126473426818848,5614.958,117.081,0.9620556945724864,0.054049135577797995,0.10319666435024323,0.02571574161566889,0.07094231458258689,0.5387404613672871,0.9620556945724864,0.054049135577797995,0.10319666435024323,0.02571574161566889,0.07094231458258689,0.9720179015244823,0.9812441803207562,0.9919113164968713
Variant I,59,348365,59.19514274597168,1.3573861122131348,5413.153,126.988,0.9769425881664309,0.04659146640510054,0.0330090340514246,0.009617477687847546,0.03864144803742119,0.5116957781817886,0.9769425881664309,0.04659146640510054,0.0330090340514246,0.009617477687847546,0.03864144803742119,0.9795876851275251,0.9697287361447623,0.9993722470094843
Variant II,59,348365,63.215824127197266,1.357487678527832,5788.695,127.277,0.9467001609677577,0.058862216376192045,0.18658790826963167,0.04247719312132666,0.08949254228814266,0.5720553575741525,0.9467001609677577,0.058862216376192045,0.18658790826963167,0.04247719312132666,0.08949254228814266,0.9809528813617338,0.9840965479349244,0.9672130325934941
